timestamp,open,high,low,close,volume
2025-01-16T09:00:00,150.01,150.17,149.98,150.0,4789
2025-01-16T09:00:01,150.01,150.04,149.89,150.01,3815
2025-01-16T09:00:02,150.06,150.12,149.99,150.06,3847
2025-01-16T09:00:03,150.01,150.13,149.98,150.04,4503
2025-01-16T09:00:04,150.0,150.16,149.84,150.02,2147
2025-01-16T09:00:05,150.01,150.12,149.87,149.98,1139
2025-01-16T09:00:06,150.08,150.18,150.03,150.1,3265
2025-01-16T09:00:07,150.03,150.05,149.88,150.02,4739
2025-01-16T09:00:08,150.1,150.12,149.91,150.1,1763
2025-01-16T09:00:09,150.15,150.31,150.04,150.17,4620
2025-01-16T09:00:10,150.11,150.27,150.08,150.09,2457
2025-01-16T09:00:11,150.17,150.24,150.09,150.19,1120
2025-01-16T09:00:12,150.09,150.19,150.04,150.13,2398
2025-01-16T09:00:13,150.04,150.22,149.93,150.06,1800
2025-01-16T09:00:14,150.09,150.19,150.01,150.09,3694
2025-01-16T09:00:15,150.09,150.29,149.97,150.14,3795
2025-01-16T09:00:16,150.14,150.21,150.0,150.16,1187
2025-01-16T09:00:17,150.2,150.33,150.17,150.19,3970
2025-01-16T09:00:18,150.17,150.28,149.99,150.17,1890
2025-01-16T09:00:19,150.24,150.27,150.14,150.26,2392
2025-01-16T09:00:20,150.27,150.42,150.1,150.26,3671
2025-01-16T09:00:21,150.24,150.38,150.06,150.26,3066
2025-01-16T09:00:22,150.13,150.2,150.05,150.09,2374
2025-01-16T09:00:23,150.1,150.15,150.0,150.11,3707
2025-01-16T09:00:24,150.1,150.13,149.98,150.12,2097
2025-01-16T09:00:25,150.18,150.34,150.01,150.16,4768
2025-01-16T09:00:26,150.21,150.23,150.06,150.21,3374
2025-01-16T09:00:27,150.22,150.36,150.1,150.21,4896
2025-01-16T09:00:28,150.24,150.3,150.2,150.25,3051
2025-01-16T09:00:29,150.29,150.41,150.25,150.27,3558
2025-01-16T09:00:30,150.28,150.31,150.24,150.24,1539
2025-01-16T09:00:31,150.29,150.45,150.24,150.28,2758
2025-01-16T09:00:32,150.3,150.4,150.22,150.3,2458
2025-01-16T09:00:33,150.29,150.32,150.14,150.31,4593
2025-01-16T09:00:34,150.22,150.3,150.04,150.2,4506
2025-01-16T09:00:35,150.3,150.49,150.15,150.31,4296
2025-01-16T09:00:36,150.35,150.54,150.18,150.35,2818
2025-01-16T09:00:37,150.31,150.39,150.24,150.3,2904
2025-01-16T09:00:38,150.31,150.41,150.16,150.3,3611
2025-01-16T09:00:39,150.37,150.51,150.29,150.36,4281
2025-01-16T09:00:40,150.39,150.53,150.35,150.41,3357
2025-01-16T09:00:41,150.38,150.45,150.31,150.34,1037
2025-01-16T09:00:42,150.36,150.43,150.22,150.37,3961
2025-01-16T09:00:43,150.32,150.35,150.29,150.3,4188
2025-01-16T09:00:44,150.32,150.45,150.2,150.32,2625
2025-01-16T09:00:45,150.4,150.57,150.21,150.43,2523
2025-01-16T09:00:46,150.4,150.49,150.3,150.39,2934
2025-01-16T09:00:47,150.42,150.61,150.4,150.4,4998
2025-01-16T09:00:48,150.43,150.47,150.24,150.4,3655
2025-01-16T09:00:49,150.28,150.42,150.1,150.26,1974
2025-01-16T09:00:50,150.29,150.37,150.27,150.3,4091
2025-01-16T09:00:51,150.29,150.41,150.19,150.3,2839
2025-01-16T09:00:52,150.32,150.46,150.28,150.3,3895
2025-01-16T09:00:53,150.31,150.37,150.25,150.32,4511
2025-01-16T09:00:54,150.22,150.42,150.05,150.22,2907
2025-01-16T09:00:55,150.28,150.35,150.22,150.31,2725
2025-01-16T09:00:56,150.29,150.44,150.18,150.3,1125
2025-01-16T09:00:57,150.21,150.34,150.15,150.23,2608
2025-01-16T09:00:58,150.23,150.33,150.2,150.22,1709
2025-01-16T09:00:59,150.18,150.28,150.0,150.19,3771
2025-01-16T09:01:00,150.17,150.33,150.07,150.18,4368
2025-01-16T09:01:01,150.21,150.33,150.16,150.2,1056
2025-01-16T09:01:02,150.22,150.39,150.1,150.23,2919
2025-01-16T09:01:03,150.24,150.41,150.17,150.25,3177
2025-01-16T09:01:04,150.26,150.41,150.14,150.28,4264
2025-01-16T09:01:05,150.31,150.45,150.15,150.29,3527
2025-01-16T09:01:06,150.36,150.5,150.26,150.34,3923
2025-01-16T09:01:07,150.32,150.35,150.21,150.31,3992
2025-01-16T09:01:08,150.29,150.36,150.23,150.28,3147
2025-01-16T09:01:09,150.31,150.33,150.14,150.31,3676
2025-01-16T09:01:10,150.23,150.33,150.08,150.22,1406
2025-01-16T09:01:11,150.23,150.33,150.18,150.21,2359
2025-01-16T09:01:12,150.23,150.29,150.15,150.19,4089
2025-01-16T09:01:13,150.2,150.34,150.02,150.17,4152
2025-01-16T09:01:14,150.23,150.35,150.05,150.24,3253
2025-01-16T09:01:15,150.31,150.46,150.14,150.31,2097
2025-01-16T09:01:16,150.38,150.42,150.26,150.39,2610
2025-01-16T09:01:17,150.35,150.43,150.22,150.34,3155
2025-01-16T09:01:18,150.33,150.41,150.22,150.34,4582
2025-01-16T09:01:19,150.31,150.49,150.26,150.28,4135
2025-01-16T09:01:20,150.35,150.43,150.17,150.34,1867
2025-01-16T09:01:21,150.37,150.43,150.27,150.37,4765
2025-01-16T09:01:22,150.36,150.52,150.29,150.36,3052
2025-01-16T09:01:23,150.42,150.6,150.28,150.43,1706
2025-01-16T09:01:24,150.45,150.47,150.34,150.47,1654
2025-01-16T09:01:25,150.44,150.61,150.36,150.43,4648
2025-01-16T09:01:26,150.46,150.6,150.3,150.47,2079
2025-01-16T09:01:27,150.42,150.5,150.32,150.41,2534
2025-01-16T09:01:28,150.49,150.69,150.37,150.49,3999
2025-01-16T09:01:29,150.45,150.56,150.39,150.43,1256
2025-01-16T09:01:30,150.47,150.65,150.32,150.46,3782
2025-01-16T09:01:31,150.45,150.52,150.29,150.45,4081
2025-01-16T09:01:32,150.45,150.55,150.42,150.45,3825
2025-01-16T09:01:33,150.38,150.5,150.22,150.36,4118
2025-01-16T09:01:34,150.42,150.6,150.31,150.44,2799
2025-01-16T09:01:35,150.43,150.6,150.38,150.44,4296
2025-01-16T09:01:36,150.48,150.61,150.31,150.45,1297
2025-01-16T09:01:37,150.61,150.8,150.52,150.61,3319
2025-01-16T09:01:38,150.55,150.74,150.38,150.57,4077
2025-01-16T09:01:39,150.53,150.63,150.37,150.54,3826
2025-01-16T09:01:40,150.45,150.62,150.26,150.43,2076
2025-01-16T09:01:41,150.47,150.65,150.37,150.45,3133
2025-01-16T09:01:42,150.47,150.65,150.28,150.47,2950
2025-01-16T09:01:43,150.41,150.52,150.38,150.41,2544
2025-01-16T09:01:44,150.44,150.52,150.25,150.45,2954
2025-01-16T09:01:45,150.42,150.51,150.23,150.4,4247
2025-01-16T09:01:46,150.39,150.44,150.21,150.39,4670
2025-01-16T09:01:47,150.42,150.58,150.23,150.42,4751
2025-01-16T09:01:48,150.48,150.54,150.3,150.45,3736
2025-01-16T09:01:49,150.48,150.56,150.39,150.47,2909
2025-01-16T09:01:50,150.52,150.6,150.35,150.54,4513
2025-01-16T09:01:51,150.52,150.62,150.41,150.53,2894
2025-01-16T09:01:52,150.52,150.56,150.34,150.52,2186
2025-01-16T09:01:53,150.59,150.74,150.51,150.56,3510
